Job ID, Job Link, Date Tried, Assumed Reason
4428465451,https://www.linkedin.com/jobs/view/4428465451,2026-06-26 16:02:37.057412,Required experience is high
4431219806,https://www.linkedin.com/jobs/view/4431219806,2026-06-26 16:02:44.507961,Found a Bad Word in About Job
4429225675,https://www.linkedin.com/jobs/view/4429225675,2026-06-26 16:02:51.805665,Found a Bad Word in About Job
4423681028,https://www.linkedin.com/jobs/view/4423681028,2026-06-26 16:03:31.181599,Required experience is high
4372574278,https://www.linkedin.com/jobs/view/4372574278,2026-06-26 16:04:39.515767,Found a Bad Word in About Job
4432522332,https://www.linkedin.com/jobs/view/4432522332,2026-06-26 16:04:46.735700,Found a Bad Word in About Job
4395278784,https://www.linkedin.com/jobs/view/4395278784,2026-06-26 16:04:53.680821,Found a Bad Word in About Job
4431205647,https://www.linkedin.com/jobs/view/4431205647,2026-06-26 16:04:58.754322,Found a Bad Word in About Job
4380238400,https://www.linkedin.com/jobs/view/4380238400,2026-06-26 16:05:05.904651,Found a Bad Word in About Job
4414486814,https://www.linkedin.com/jobs/view/4414486814,2026-06-26 16:05:35.440933,Required experience is high
4429349032,https://www.linkedin.com/jobs/view/4429349032,2026-06-26 16:05:42.713128,Found a Bad Word in About Job
4402986608,https://www.linkedin.com/jobs/view/4402986608,2026-06-26 16:05:49.995980,Asking for Security clearance
4398013700,https://www.linkedin.com/jobs/view/4398013700,2026-06-26 16:07:51.932598,Required experience is high
4405024675,https://www.linkedin.com/jobs/view/4405024675,2026-06-26 16:07:59.462703,Found a Bad Word in About Job
4431230672,https://www.linkedin.com/jobs/view/4431230672,2026-06-26 16:09:11.865645,Found a Bad Word in About Job
4430124371,https://www.linkedin.com/jobs/view/4430124371,2026-06-26 16:10:24.672094,Asking for Security clearance
4431848244,https://www.linkedin.com/jobs/view/4431848244,2026-06-26 16:10:32.034547,Found a Bad Word in About Job
4431232167,https://www.linkedin.com/jobs/view/4431232167,2026-06-26 16:10:59.899770,Required experience is high
4419003740,https://www.linkedin.com/jobs/view/4419003740,2026-06-26 16:11:07.468172,Found a Bad Word in About Job
4430849099,https://www.linkedin.com/jobs/view/4430849099,2026-06-26 16:11:14.883229,Required experience is high
4425452504,https://www.linkedin.com/jobs/view/4425452504,2026-06-26 16:11:22.303663,Found a Bad Word in About Job
4425232312,https://www.linkedin.com/jobs/view/4425232312,2026-06-26 16:11:49.605705,Found a Bad Word in About Job
4381560434,https://www.linkedin.com/jobs/view/4381560434,2026-06-26 16:11:57.056266,Found a Bad Word in About Job
4431681359,https://www.linkedin.com/jobs/view/4431681359,2026-06-26 16:15:38.103498,Required experience is high
4429488773,https://www.linkedin.com/jobs/view/4429488773,2026-06-26 16:16:07.199691,Required experience is high
4377743772,https://www.linkedin.com/jobs/view/4377743772,2026-06-26 16:17:18.426640,Found a Bad Word in About Job
4390823231,https://www.linkedin.com/jobs/view/4390823231,2026-06-26 16:17:25.914381,Found a Bad Word in About Job
4433045895,https://www.linkedin.com/jobs/view/4433045895,2026-06-26 16:17:55.765348,Required experience is high
4430795983,https://www.linkedin.com/jobs/view/4430795983,2026-06-26 16:18:23.350882,Found a Bad Word in About Job
4431161305,https://www.linkedin.com/jobs/view/4431161305,2026-06-26 16:18:53.016850,Found a Bad Word in About Job
4390388199,https://www.linkedin.com/jobs/view/4390388199,2026-06-26 16:20:05.377296,Required experience is high
4413971089,https://www.linkedin.com/jobs/view/4413971089,2026-06-26 16:23:56.485859,Found a Bad Word in About Job
4430380740,https://www.linkedin.com/jobs/view/4430380740,2026-06-26 16:25:07.845685,Required experience is high
4424755198,https://www.linkedin.com/jobs/view/4424755198,2026-06-26 16:25:38.544531,Required experience is high
4377370435,https://www.linkedin.com/jobs/view/4377370435,2026-06-26 16:26:28.389644,Found a Bad Word in About Job
4325404318,https://www.linkedin.com/jobs/view/4325404318,2026-06-26 16:26:35.841270,Required experience is high
4419309058,https://www.linkedin.com/jobs/view/4419309058,2026-06-26 16:26:43.214150,Found a Bad Word in About Job
4432961969,https://www.linkedin.com/jobs/view/4432961969,2026-06-26 16:30:30.507188,Found a Bad Word in About Job
4407018242,https://www.linkedin.com/jobs/view/4407018242,2026-06-26 16:30:37.962613,Found a Bad Word in About Job
4405097492,https://www.linkedin.com/jobs/view/4405097492,2026-06-26 16:30:45.077307,Found a Bad Word in About Job
4429304793,https://www.linkedin.com/jobs/view/4429304793,2026-06-26 16:31:34.139467,Found a Bad Word in About Job
4428807750,https://www.linkedin.com/jobs/view/4428807750,2026-06-26 16:31:41.821787,Found a Bad Word in About Job
4412111673,https://www.linkedin.com/jobs/view/4412111673,2026-06-26 16:32:57.569012,Found a Bad Word in About Job
4397331822,https://www.linkedin.com/jobs/view/4397331822,2026-06-26 16:34:07.806711,Required experience is high
4424376194,https://www.linkedin.com/jobs/view/4424376194,2026-06-26 16:34:18.066559,Found a Bad Word in About Job
4425805811,https://www.linkedin.com/jobs/view/4425805811,2026-06-26 16:35:52.205924,Found a Bad Word in About Job
4399511624,https://www.linkedin.com/jobs/view/4399511624,2026-06-26 16:39:22.056950,Found a Bad Word in About Job
4406580157,https://www.linkedin.com/jobs/view/4406580157,2026-06-26 16:40:14.563093,Required experience is high
4426293990,https://www.linkedin.com/jobs/view/4426293990,2026-06-26 16:41:26.202575,Found a Bad Word in About Job
4412667561,https://www.linkedin.com/jobs/view/4412667561,2026-06-26 16:43:45.358122,Found a Bad Word in About Job
4411597625,https://www.linkedin.com/jobs/view/4411597625,2026-06-26 16:45:43.731206,Required experience is high
4398533316,https://www.linkedin.com/jobs/view/4398533316,2026-06-26 16:45:51.113282,Found a Bad Word in About Job
4389711360,https://www.linkedin.com/jobs/view/4389711360,2026-06-26 16:47:29.786871,Found a Bad Word in About Job
4412992711,https://www.linkedin.com/jobs/view/4412992711,2026-06-26 16:48:43.700403,Found a Bad Word in About Job
4407651811,https://www.linkedin.com/jobs/view/4407651811,2026-06-26 16:48:51.370668,Found a Bad Word in About Job
4431207325,https://www.linkedin.com/jobs/view/4431207325,2026-06-26 16:48:58.795037,Required experience is high
4429231859,https://www.linkedin.com/jobs/view/4429231859,2026-06-26 16:49:55.321390,Found a Bad Word in About Job
4429299263,https://www.linkedin.com/jobs/view/4429299263,2026-06-26 16:50:47.992124,Required experience is high
4426233007,https://www.linkedin.com/jobs/view/4426233007,2026-06-26 16:51:26.700750,Required experience is high
4430388013,https://www.linkedin.com/jobs/view/4430388013,2026-06-26 16:53:30.051042,Required experience is high
4430271414,https://www.linkedin.com/jobs/view/4430271414,2026-06-26 16:53:37.357995,Required experience is high
4417956621,https://www.linkedin.com/jobs/view/4417956621,2026-06-26 16:53:44.236341,Found a Bad Word in About Job
4410025900,https://www.linkedin.com/jobs/view/4410025900,2026-06-26 16:53:49.725866,Required experience is high
4373910811,https://www.linkedin.com/jobs/view/4373910811,2026-06-26 16:55:46.405721,Found a Bad Word in About Job
4338435208,https://www.linkedin.com/jobs/view/4338435208,2026-06-26 16:55:53.798945,Found a Bad Word in About Job
4426939008,https://www.linkedin.com/jobs/view/4426939008,2026-06-26 16:56:01.289971,Found a Bad Word in About Job
4413002674,https://www.linkedin.com/jobs/view/4413002674,2026-06-26 16:56:11.040520,Found a Bad Word in About Job
4351704725,https://www.linkedin.com/jobs/view/4351704725,2026-06-26 16:57:23.802735,Required experience is high
4427410994,https://www.linkedin.com/jobs/view/4427410994,2026-06-26 16:57:31.285863,Found a Bad Word in About Job
4417961656,https://www.linkedin.com/jobs/view/4417961656,2026-06-26 16:57:59.230549,Required experience is high
4405641731,https://www.linkedin.com/jobs/view/4405641731,2026-06-26 16:58:24.140760,Found Blacklisted words in About Company
